[control]player_id,playerStanding,playerScore,playerSpeed,playerIsGrounded,playerIsMidAir,playerIsLooping,playerIsCrashing,playerIsOffRoad,playerGasPedal,playerSteering,playerLap,playerDistanceToWayPoint,playerDeltaDistance,playerDeltaRotation,playerRespawn,visibleBotCount,botStanding,botScore,botSpeed,botIsGrounded,botIsLooping,botIsOffRoad,botIsCrashing,botGasPedal,botSteering,botLap,botDistanceToWayPoint,botDeltaDistance,botDeltaRotation,botPlayerDistance,botRespawn,visibleLoopCount,[output]arousal,[output]arousal_delta
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.5384625,0.0,0.018074213,1.0,0.0,0.0,0.0,0.0,0.722302647,0.5,0.0,0.553386733,0.012457783,0.000199254,0,0.666666667,0.2692308,0.0,0.014917337,1.0,0.0,0.0,0.0,0.40384625,0.6346155,0.0,0.553731296,0.010265603,0.001541226,0.048122632,0,1.0,0.076923077,0.0
06F9F8CE-9696-23CA-25B5-000AA4A793BA,1.0,0.0,0.132337084,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.547069839,0.117158317,0.00101767,0,0.666666667,0.5,0.0,0.092907041,1.0,0.0,0.0,0.0,0.884615,0.6153845,0.0,0.549444849,0.078164402,0.018401701,0.046795653,0,1.0,0.153846154,0.076923077
06F9F8CE-9696-23CA-25B5-000AA4A793BA,1.0,0.0,0.238333249,1.0,0.0,0.0,0.0,0.0,1.0,0.4924675,0.0,0.530731962,0.235263776,0.001212762,0,0.666666667,0.5,0.0,0.182733036,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.537721604,0.171026093,0.002716256,0.04311921,0,1.0,0.153846154,0.0
06F9F8CE-9696-23CA-25B5-000AA4A793BA,1.0,0.0,0.314366428,1.0,0.0,0.0,0.0,0.0,1.0,0.2390895,0.0,0.508402011,0.29405193,0.038543911,0,0.666666667,0.5,0.0,0.249540949,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.520622187,0.222092247,0.000137934,0.038360275,0,1.0,0.153846154,0.0
06F9F8CE-9696-23CA-25B5-000AA4A793BA,1.0,0.0,0.373755141,1.0,0.0,0.0,0.0,0.0,1.0,0.3674705,0.0,0.479626947,0.378795275,0.084078363,0,0.666666667,0.5,0.0,0.304785365,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.497445231,0.294131813,4.54e-05,0.032244121,0,1.0,0.153846154,0.0
06F9F8CE-9696-23CA-25B5-000AA4A793BA,1.0,0.0,0.416540337,1.0,0.0,0.0,0.0,0.0,1.0,0.566908,0.0,0.451094074,0.393117354,0.013439964,0,0.666666667,0.5,0.0,0.343982131,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.472668465,0.309511441,4.93e-05,0.025425215,0,1.0,0.153846154,0.0
06F9F8CE-9696-23CA-25B5-000AA4A793BA,1.0,0.0,0.4247647,1.0,0.0,0.0,0.20833325,0.0,1.0,0.6151005,0.0,0.420159242,0.441889437,0.071301881,0,0.833333333,0.666666,0.0,0.37524782,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.464124553,0.371013357,5.46e-05,0.026398474,0,1.0,0.153846154,0.0
06F9F8CE-9696-23CA-25B5-000AA4A793BA,1.0,0.0,0.327356532,1.0,0.0,0.0,0.4166675,0.0,1.0,0.770259,0.0,0.393683561,0.371787841,0.101677219,0,0.666666667,0.7,0.0,0.401685599,1.0,0.0,0.0,0.0,0.95833375,0.54166665,0.0,0.435985868,0.423126947,0.000992535,0.03053412,0,1.0,0.153846154,0.0
06F9F8CE-9696-23CA-25B5-000AA4A793BA,1.0,0.0,0.296705587,1.0,0.0,0.0,0.0,0.0,1.0,0.51715875,0.0,0.371527418,0.306278437,0.065705135,0,0.777776667,0.685714,0.0,0.385568177,1.0,0.0,0.0,0.0,0.7678575,0.732143,0.0,0.405062007,0.376242431,0.045893703,0.027172486,0,0.5,0.230769231,0.076923077
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.8958325,0.0,0.317664527,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.348536429,0.323956468,0.036189326,0,0.666666667,0.7,0.0,0.382105084,1.0,0.0,0.0,0.0,0.66666625,0.8333335,0.0,0.376381358,0.378099178,0.072485817,0.028250759,0,0.0,0.230769231,0.0
