[control]player_id,playerStanding,playerScore,playerSpeed,playerIsGrounded,playerIsMidAir,playerIsLooping,playerIsCrashing,playerIsOffRoad,playerGasPedal,playerSteering,playerLap,playerDistanceToWayPoint,playerDeltaDistance,playerDeltaRotation,playerRespawn,visibleBotCount,botStanding,botScore,botSpeed,botIsGrounded,botIsLooping,botIsOffRoad,botIsCrashing,botGasPedal,botSteering,botLap,botDistanceToWayPoint,botDeltaDistance,botDeltaRotation,botPlayerDistance,botRespawn,visibleLoopCount,[output]arousal,[output]arousal_delta
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.333333,0.0,0.804416,1.0,0.0,0.0,0.0,0.0,0.299739,0.0,0.0,205.188,0.00987083,0.000700887,0,2.0,-0.166667,0.0,0.828731,1.0,0.0,0.0,0.0,0.2,0.166667,0.0,191.03,0.0112994,0.0050354,20.8111,0,1.0,0.0,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3.0,0.0,12.6525,1.0,0.0,0.0,0.0,0.0,1.0,-0.009842,0.0,203.74,0.185548,0.00793355,0,2.0,1.5,0.0,8.85601,1.0,0.0,0.0,0.0,0.666667,0.333333,0.0,189.98,0.130326,0.207254,20.5326,0,1.0,1.0,1.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3.0,0.0,26.0297,1.0,0.0,0.0,0.0,0.0,1.0,-0.271658,0.0,198.935,0.470391,0.30393,0,2.0,1.5,0.0,19.2644,1.0,0.0,0.0,0.0,0.8,0.0,0.0,186.57,0.346619,0.0603958,19.2597,0,1.0,1.0,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3.0,0.0,36.2514,1.0,0.0,0.0,0.0,0.0,1.0,-0.223203,0.0,191.572,0.624462,0.24238,0,2.0,1.5,0.0,27.8212,1.0,0.0,0.0,0.0,0.8,0.0,0.0,180.937,0.478926,0.00262705,17.3099,0,1.0,1.0,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3.0,0.0,44.1016,1.0,0.0,0.0,0.0,0.0,1.0,-0.050629,0.0,182.438,0.76143,0.320951,0,2.0,1.5,0.0,34.4427,1.0,0.0,0.0,0.0,0.8,0.0,0.0,173.55,0.594463,0.000476074,14.7544,0,1.0,1.0,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3.0,0.0,50.1651,1.0,0.0,0.0,0.0,0.0,1.0,0.226604,0.0,172.271,0.866675,0.298853,0,2.4,1.91667,0.0,39.6618,1.0,0.0,0.0,0.0,0.8,0.0,0.0,167.863,0.702432,0.000612895,12.0709,0,1.0,1.0,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3.0,0.0,53.3116,1.0,0.0,0.0,0.0714286,0.0,1.0,0.302947,0.0,161.797,0.914596,0.45511,0,2.78571,2.35897,0.0,43.1578,1.0,0.0,0.0,0.0,0.8,0.0,0.0,162.876,0.727477,0.000590398,11.1243,0,1.0,2.0,1.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3.0,0.0,43.5612,1.0,0.0,0.0,0.0,0.0,1.0,0.247815,0.0,151.922,0.824439,0.927095,0,2.0,2.5,0.0,46.5379,1.0,0.0,0.0,0.0,0.8,0.0,0.0,153.421,0.860194,0.000648498,13.0346,0,1.0,2.0,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3.0,0.0,41.1644,1.0,0.0,0.0,0.0,0.0,1.0,0.0562446,0.0,143.217,0.762794,0.267386,0,2.85714,2.35,0.0,44.7807,1.0,0.0,0.0,0.0,0.67,0.325,0.0,142.631,0.83045,0.365989,10.2747,0,1.0,2.0,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,2.53846,0.0,45.4023,1.0,0.0,0.0,0.0769231,0.0,1.0,0.134374,0.0,134.352,0.834878,0.364443,0,2.30769,2.43333,0.0,44.5507,1.0,0.0,0.0,0.0,0.533333,0.666667,0.0,134.295,0.807222,0.742302,11.1729,0,1.0,2.0,0.0
