All_Mean,All_CI,Cluster0_Mean,Cluster0_CI,Cluster1_Mean,Cluster1_CI,Cluster2_Mean,Cluster2_CI,Cluster3_Mean,Cluster3_CI
0.16626828971296298,0.04340256289944112,0.1513668546875,0.07404499406226928,0.21578369506666667,0.09875936225277838,0.08361572622222223,0.054540634449713105,0.23063686731578947,0.1064501480264458
0.17227222733333333,0.04324418516350962,0.15879508575,0.07490302164356791,0.2191620956666667,0.09808194065011687,0.09385953974074074,0.05425753332796892,0.23236249289473684,0.10638987212635054
0.18511524475925928,0.0427798477689006,0.16686303421874998,0.07501803155254755,0.2305888737333333,0.09574147239322595,0.11594680707407408,0.0544208051926111,0.24234733347368423,0.10735158359648955
0.1952456502777778,0.043264012818635934,0.17110543237499998,0.07669717579331757,0.24772598223333328,0.09660010481381139,0.12393874885185184,0.055502786183194854,0.25437003726315793,0.1051709125242007
0.2040014352592593,0.04361322431030545,0.17479022528125,0.07601528418659068,0.26110953696666667,0.09911559424227828,0.13491681714814815,0.055172638920012805,0.26120145405263157,0.10518464294668921
0.21223259112037038,0.0438647945351107,0.17913175134374998,0.07487419957067215,0.26584166746666665,0.1007490109379844,0.1511199494814815,0.0587459742924044,0.2701797441052632,0.10463885791211765
0.22159327683333335,0.04381099685545003,0.18847632034375,0.07653833430138302,0.27543494443333333,0.09873392501166124,0.1640450362962963,0.05870108617841391,0.2741351228421053,0.10643728234241506
0.23001512050925926,0.043525059303010864,0.20018608593749998,0.07485641952159232,0.2834750182333333,0.0959301002700067,0.16712656322222225,0.055891700412477936,0.2852110795263158,0.11443814939320587
0.23725313400925926,0.04366240168261414,0.20749737156249998,0.07418264781152957,0.27994198366666667,0.0934257097777657,0.173757541,0.05444102971473668,0.31019523505263163,0.12297808895315933
0.24546696533333331,0.04345969537756132,0.21250619515625,0.0731698877191099,0.28807349326666665,0.09359990449641457,0.18907190492592593,0.05584578796034257,0.3138467252631579,0.12202862295362733
0.2549669136111111,0.04358865306433633,0.22017305656250002,0.07216868776043968,0.29918513539999997,0.09773012148864067,0.20882330655555556,0.054350062910051185,0.3093213432105263,0.120798481130908
0.2623669288981481,0.043531278651218426,0.22349489703125,0.07122315698147709,0.3169495583333333,0.09890493593899259,0.20969640777777776,0.05251156300230716,0.3165000976842105,0.11843353453182301
0.266403868787037,0.043868609560596364,0.2293801120625,0.07414131625288706,0.3146350734333333,0.0997196533535891,0.22060320388888893,0.054454479476923424,0.31769029131578946,0.11603448437050355
0.26894004629629625,0.042381211516040386,0.24421401468749998,0.07782778507315063,0.3104415050666666,0.09338067762513028,0.22430225237037038,0.05541983886214749,0.3084879244210526,0.10613444886910738
0.2733462982037037,0.04235063174148597,0.245889918375,0.07761860068955695,0.3161113068,0.09233599798031697,0.23261069311111113,0.05796793222884737,0.3099523631578947,0.10598014415695384
0.27886814725,0.04258662509325417,0.258255538,0.08169092349587519,0.31724546903333334,0.09103201588568484,0.24050479529629631,0.05899688434756751,0.30750469173684214,0.10381231287776034
0.2850316508240741,0.0435288658573522,0.26113160046875,0.08178659080341028,0.3291335960333333,0.09552140616607425,0.24720924733333333,0.059973744372226495,0.30939734289473686,0.10434899663560813
0.2859888920925926,0.0435610582699823,0.26023481328125,0.08109842778613592,0.3308517312666667,0.09638487877042609,0.24268181122222224,0.05777381723786218,0.32006976210526317,0.10541164865849072
0.28372315548148147,0.04199376005908353,0.2565004368125,0.07830822652518288,0.3215442787666667,0.0893280322539409,0.2471700869259259,0.05976227408977613,0.321798216,0.10531946918896445
0.2808936491759259,0.04178719485145825,0.25578499359375,0.077857525150228,0.3100132935666666,0.08866990389997088,0.2446015141851852,0.05857606730787222,0.3287765592631579,0.10661531416023869
0.285155826,0.041790234296812355,0.26491480062499995,0.07653386537424711,0.3140829153333333,0.09079094218440498,0.25314406785185184,0.060083458894369605,0.3190620155789473,0.10506387715531874
0.2924105590462963,0.0425271610606516,0.27188442884374997,0.07722380500348987,0.32430962293333326,0.0927214904782196,0.26676132766666666,0.06281771738202965,0.3130628483684211,0.1066453195126747
0.30055576393518524,0.04295578238506928,0.288290608875,0.08154412458479803,0.3230061227666666,0.09403609855872799,0.27514388522222216,0.06664155010271658,0.32187654931578946,0.09619584608537596
0.3053114735740742,0.04528238090936435,0.2964331695,0.08776850739342189,0.3206262554666666,0.0979027223901999,0.2835113044814815,0.07167088472483862,0.3270623598421053,0.09898530721438266
0.3084829764722222,0.04596606883267117,0.29568412565625,0.08872414764832655,0.3267061749333333,0.0996224869309538,0.2903040401481482,0.07416346254636165,0.3270986897894737,0.09880038149966698
0.3109964527870371,0.04584333403174434,0.29938759140625,0.08695826264806716,0.3305522216,0.0999107043507152,0.29067580174074076,0.07367800932485302,0.3285474042631579,0.10127640324677303
0.31586173737962964,0.04502685787189067,0.30161754559375,0.08713828016757247,0.3370300880999999,0.09740832772150648,0.30395310329629627,0.0724983469115045,0.32335103926315795,0.09713235810589835
0.3168769243703704,0.045312636047578736,0.30362893203125,0.0874913627087655,0.3391362478999999,0.09943036605204275,0.30289246418518523,0.07352501982175173,0.32391568615789473,0.0936963552324567
0.3159489592037037,0.04572951030383283,0.30186641240625,0.08821033633656711,0.3406880597666666,0.10110650038784011,0.3011061268148148,0.07324049626942415,0.3216976410526316,0.09404542690112154
0.3122270241018519,0.04551280150449193,0.28628903403125,0.08676855925665791,0.3455377715666667,0.10045894699235242,0.3024203629259259,0.07534040055936256,0.317251924631579,0.09128774387331302
0.3146962032314815,0.04510099870024075,0.28804105712500006,0.0843903471418329,0.34437214436666663,0.10030074175304712,0.31305947762962966,0.07668439738236471,0.31505820494736847,0.0896726879484545
0.320005387787037,0.04544619635999624,0.29036994865625,0.08474141541191092,0.3453590801,0.10016692872678379,0.3213697936666666,0.07613694843849582,0.327946668,0.09552389687680987
0.32354074989814813,0.04555551466487727,0.29283099465625,0.08490776351835512,0.3524038481333333,0.10063378496526482,0.32342946370370373,0.07706693139423959,0.3298472734736842,0.09363323856084643
0.32856295168518523,0.04657400116965198,0.30975184390625,0.08812101688869699,0.3508125666,0.10353616500388556,0.33003557814814816,0.08010915019288857,0.3230211667894737,0.08993713168098921
0.33070191525925935,0.04670514344218476,0.31253582975000005,0.08749844978910318,0.35191951153333334,0.10363563011702877,0.33155374548148137,0.08174738134910269,0.3265854643157895,0.09073521235826844
0.33903221283333335,0.04706924908673315,0.33336182240625,0.09058813926087607,0.35534929519999997,0.10352577124105046,0.3365747476666666,0.08088447819118587,0.3263107171578947,0.09080067178578625
0.3397959175648149,0.04663315318415274,0.32954508403125005,0.087072067685731,0.34995472276666667,0.10226871740597775,0.34339839603703703,0.0811106918504564,0.33590094905263157,0.09655148438965301
0.34097041596296296,0.046361380600122105,0.33666001431250003,0.09067553996204951,0.34519765613333336,0.09755424092293613,0.3440695145185186,0.0803866449587629,0.3371514678947369,0.09659865404701633
0.3402024688703704,0.046251597800775576,0.33907599678125,0.09028263963591432,0.3429068671999999,0.09835189615106599,0.34153234329629634,0.07859969019392966,0.33593976084210525,0.09695044150821915
0.3392611732314815,0.04611128782346418,0.337508011,0.089937958230105,0.34363517243333325,0.09862580740461513,0.33973309774074073,0.07817765488572093,0.3346369234210526,0.09566283562505078
0.3441623557407407,0.0464776533532299,0.34393675134375,0.08960848370943335,0.34686896756666663,0.09891354818585552,0.3438755197037037,0.07863504757251186,0.3406763325263158,0.10067444778072619
0.34542309208333344,0.046094655680540005,0.34643155990625,0.08903295605770167,0.3380116320666666,0.09838615315933137,0.3561995808148148,0.07899684681612407,0.3401129675789474,0.09681712353440299
0.3463255351388889,0.0467408417961543,0.33445034984375,0.09090691892768393,0.33867499413333335,0.09902353248814408,0.36899733103703697,0.08081365659549676,0.3461878335789474,0.09642544282414121
0.34365629475,0.04606515829355208,0.32390541221875,0.08496221318852236,0.3360685844333334,0.09987183937835939,0.37636616111111104,0.08140916757887091,0.34241909257894737,0.09683542003966925
0.34395088027777776,0.04626467310434744,0.3271375640625,0.08524902635344385,0.33440774093333336,0.0997309043441185,0.3769847145925926,0.08304303314561091,0.340393342,0.0968445319905369
0.34512691135185175,0.04652486922303145,0.32170388568749997,0.08486123253625244,0.3373385299666667,0.09998607545471773,0.38315527225925927,0.08558689203709866,0.3428333596842106,0.09576752526999634
0.34673141339814817,0.04732547237428829,0.32278002365625,0.08542167104004667,0.33707363603333335,0.10205479501767836,0.3885322751851852,0.087421654940169,0.34291849363157895,0.09766285427067811
0.34223824890740745,0.04734653668627328,0.322213965375,0.08569649555763074,0.3285142893333334,0.10095073470569922,0.3805337667037037,0.08877025559268327,0.34321282152631577,0.09828471294455206
0.34597185194444446,0.04753927468618305,0.32927086853125,0.08653580065857468,0.3309927096333334,0.09960750736113834,0.3830613620740741,0.09310702966701613,0.34504495536842106,0.09474040080896214
0.34831019841666666,0.04810128836576411,0.3256442855625,0.08575631014167445,0.3436464482333334,0.1051531621064139,0.37995549455555555,0.09150929304720311,0.34887855215789476,0.09460683029682881
0.3563413573611111,0.04877985510677128,0.33261301428125,0.08912320475068658,0.3605501807,0.10839930053822286,0.3933998027777777,0.0901836805251747,0.3369973706315789,0.08924432740596945
0.35445608805555556,0.04888212592402399,0.32745145440625,0.08774400274737613,0.3591368108333333,0.10719869318871346,0.3958493671851851,0.09464172144681715,0.33372493315789475,0.08828218778206266
0.3563005883333333,0.049311375083180085,0.3263410831875,0.08849939908336064,0.36257117316666665,0.10689673596863562,0.39582031270370366,0.09357893022924191,0.3406981705263158,0.09675457680224059
