[control]player_id,playerStanding,playerScore,playerSpeed,playerIsGrounded,playerIsMidAir,playerIsLooping,playerIsCrashing,playerIsOffRoad,playerGasPedal,playerSteering,playerLap,playerDistanceToWayPoint,playerDeltaDistance,playerDeltaRotation,playerRespawn,visibleBotCount,botStanding,botScore,botSpeed,botIsGrounded,botIsLooping,botIsOffRoad,botIsCrashing,botGasPedal,botSteering,botLap,botDistanceToWayPoint,botDeltaDistance,botDeltaRotation,botPlayerDistance,botRespawn,visibleLoopCount,[output]arousal,[output]arousal_delta
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,0.428571,0.0,0.0213569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.117,0.000396981,0.0,0,2.0,-0.107143,0.0,0.887144,1.0,0.0,0.0,0.0,0.214286,0.178571,0.0,191.078,0.0121065,0.00539507,20.6744,0,1.0,0.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,3.0,0.0,0.021357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.112,0.000396981,0.0,0,2.0,1.5,0.0,9.62267,1.0,0.0,0.0,0.0,0.685714,0.285714,0.0,189.852,0.158771,0.235595,21.81,0,1.0,0.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,3.07692,0.0,1.04286,1.0,0.0,0.0,0.0,0.0,0.251974,0.0,0.0,205.05,0.0154395,0.000956609,0,2.0,1.5,0.0,19.7174,1.0,0.0,0.0,0.0,0.8,0.0,0.0,186.408,0.379338,0.0551083,25.0893,0,1.0,0.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,10.8047,1.0,0.0,0.0,0.0,0.0,0.91643,0.0,0.0,203.734,0.202976,0.00838979,0,2.58333,1.83871,0.0,28.5121,1.0,0.0,0.0,0.0,0.8,0.0,0.0,184.84,0.59057,0.00264371,26.5267,0,1.0,0.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,24.0002,1.0,0.0,0.0,0.0,0.0,1.0,-0.126622,0.0,199.546,0.460973,0.0550361,0,3.0,2.0,0.0,34.4082,1.0,0.0,0.0,0.0,0.8,0.0,0.0,180.146,0.679151,0.000549708,27.5687,0,1.0,0.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,34.942,1.0,0.0,0.0,0.0,0.0,1.0,-0.0839125,0.0,192.304,0.737451,0.324369,0,3.0,2.0,0.0,39.5932,1.0,0.0,0.0,0.0,0.8,0.0,0.0,171.255,0.84852,0.000745561,28.9947,0,1.0,1.0,1.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,43.0733,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.338,0.849282,0.0404722,0,3.0,2.0,0.0,43.4544,1.0,0.0,0.0,0.0,0.8,0.0,0.0,161.752,0.863305,0.000697992,29.1727,0,1.0,1.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,49.3928,1.0,0.0,0.0,0.0,0.0,1.0,0.068265,0.0,172.968,0.979186,0.0521217,0,3.0,2.0,0.0,46.4486,1.0,0.0,0.0,0.0,0.8,0.0,0.0,151.582,0.924871,0.000696818,28.386,0,1.0,1.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,54.2423,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,161.826,1.17392,0.0504761,0,3.0,2.0,0.0,47.3772,1.0,0.0,0.0,0.0,0.618182,0.454545,0.0,141.264,1.03595,0.401256,26.8575,0,1.0,1.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,58.0775,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,149.876,1.24244,0.00926443,0,2.69231,2.11429,0.0,45.4262,1.0,0.0,0.0,0.0,0.502857,0.742857,0.0,132.528,0.993648,1.07575,23.0275,0,1.0,1.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,58.589,1.0,0.0,0.0,0.0,0.0,1.0,0.297612,0.0,138.347,1.26882,0.456097,0,1.33333,2.6875,0.0,45.9435,1.0,0.0,0.0,0.0625,0.45,0.875,0.0,129.712,0.998097,1.11466,13.0077,0,1.0,1.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,47.4505,1.0,0.0,0.0,0.0,0.0,1.0,0.827547,0.0,128.658,0.963711,1.56727,0,1.0,3.0,0.0,46.0207,1.0,0.0,0.0,0.0,0.4,1.0,0.0,122.836,0.937877,1.73586,6.69709,0,1.0,1.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,42.7127,1.0,0.0,0.0,0.0,0.0,1.0,0.203451,0.0,119.901,1.00529,1.38325,0,1.0,3.0,0.0,39.4953,1.0,0.0,0.0,0.0,0.7,0.25,0.0,113.462,0.932504,1.78224,6.63494,0,1.0,1.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,39.5909,1.0,0.0,0.0,0.0,0.0,1.0,-0.108538,0.0,111.358,0.739407,0.949038,0,1.0,3.0,0.0,36.7735,1.0,0.0,0.0,0.0,0.485714,-0.785714,0.0,104.735,0.686739,1.04421,6.63465,0,0.785714,1.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,35.7368,1.0,0.0,0.0,0.0,0.0,0.5828,0.0,0.0,102.548,0.668994,0.838382,0,1.0,3.0,0.0,34.0998,1.0,0.0,0.0,0.0,0.714286,-0.214286,0.0,95.9923,0.636705,0.323292,6.6351,0,0.0,1.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,29.5078,1.0,0.0,0.0,0.0,0.0,0.0284804,0.0,0.0,94.6337,0.555323,0.124455,0,1.0,3.0,0.0,32.7451,1.0,0.0,0.0,0.0,0.685714,0.285714,0.0,87.757,0.609129,0.23133,7.17825,0,0.0,1.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,29.5078,1.0,0.0,0.0,0.0,0.0,0.0284804,0.0,0.0,94.6337,0.555323,0.124455,0,1.0,3.0,0.0,32.7451,1.0,0.0,0.0,0.0,0.685714,0.285714,0.0,87.757,0.609129,0.23133,7.17825,0,0.0,1.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,21.8993,1.0,0.0,0.0,0.0,0.0,0.0219857,0.0,0.0,88.2151,0.412354,0.0068185,0,1.0,3.0,0.0,31.0684,1.0,0.0,0.0,0.0,0.428571,-0.214286,0.0,79.6304,0.579147,0.789322,9.74564,0,0.0,0.0,-1.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,20.0349,1.0,0.0,0.0,0.0,0.0,0.558599,0.00511607,0.0,83.1221,0.369595,0.00304958,0,1.78571,2.12,0.0,30.4595,1.0,0.0,0.0,0.0,0.576,-0.56,0.0,66.2064,0.582097,0.863871,19.764,0,0.0,0.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,29.2246,1.0,0.0,0.0,0.0,0.0,1.0,0.46505,0.0,76.533,0.671217,0.414867,0,2.45455,2.0,0.0,33.9518,1.0,0.0,0.0,0.0,0.637037,-0.407407,0.0,56.7721,0.80075,0.790776,24.054,0,0.0,0.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,38.5579,1.0,0.0,0.0,0.0,0.0,1.0,0.166673,0.0,67.7121,0.758485,0.58893,0,3.0,2.0,0.0,37.2613,1.0,0.0,0.0,0.0,0.68718,-0.282051,0.0,47.943,0.741675,0.368453,25.0994,0,0.0,0.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,45.8144,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.9596,0.839583,0.0465633,0,3.0,2.0,0.0,37.6177,1.0,0.0,0.0,0.047619,0.514286,-0.714286,0.0,38.4477,0.700172,0.359852,23.2146,0,0.0,0.0,0.0
0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,4.0,0.0,49.6587,1.0,0.0,0.0,0.0,0.0,1.0,-0.053911,0.0,45.735,0.857168,0.115876,0,2.93333,2.0,0.0,36.4991,1.0,0.0,0.0,0.0,0.472727,-0.818182,0.0,29.6119,0.632614,0.698958,19.5395,0,0.0,0.0,0.0
