[control]player_id,playerStanding,playerScore,playerSpeed,playerIsGrounded,playerIsMidAir,playerIsLooping,playerIsCrashing,playerIsOffRoad,playerGasPedal,playerSteering,playerLap,playerDistanceToWayPoint,playerDeltaDistance,playerDeltaRotation,playerRespawn,visibleBotCount,botStanding,botScore,botSpeed,botIsGrounded,botIsLooping,botIsOffRoad,botIsCrashing,botGasPedal,botSteering,botLap,botDistanceToWayPoint,botDeltaDistance,botDeltaRotation,botPlayerDistance,botRespawn,visibleLoopCount,[output]arousal,[output]arousal_delta
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.0980392222222222,0.0,0.0024410666703674,1.0,0.0,0.0,0.0,0.0,0.6176470000000001,0.5,0.0,0.4385196083011662,4.62388417279333e-05,3.076297773989156e-06,0.0,0.6666666666666666,0.0588234666666666,0.0,0.0029234704332552,1.0,0.0,0.0,0.0,0.588235625,0.5588235,0.0,0.5142012200536565,0.0003124649900947,3.7477221872851984e-06,0.0418414541455762,0.0,1.0,0.195,0.5474860334966136
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.7777777777777777,0.0,0.0795339735761074,1.0,0.0,0.0,0.0,0.0,1.0,0.48610955,0.0,0.435817841883638,0.0035863481629034,0.0001979477726709,0.0,0.6666666666666666,0.4666666666666667,0.0,0.0561877927400468,1.0,0.0,0.0,0.0,0.904411875,0.6911765,0.0,0.5119354830029358,0.0104451991295098,0.0025318893780072,0.0412796950046088,0.0,1.0,0.195,0.5474860334966136
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.7777777777777777,0.0,0.1732548295769956,1.0,0.0,0.0,0.0,0.0,1.0,0.324647,0.0,0.4259914336815512,0.0083867569329612,0.0071518617465353,0.0,0.6666666666666666,0.4666666666666667,0.0,0.1315983606557377,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5037336225152911,0.0260026739272574,0.0009629934042148,0.0386928537930365,0.0,1.0,0.195,0.5474860334966136
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.7777777777777777,0.0,0.2434606417231042,1.0,0.0,0.0,0.0,0.0,1.0,0.49581279,0.0,0.4109421980654823,0.0110222860894105,0.0034264133367313,0.0,0.6666666666666666,0.4666666666666667,0.0,0.1943347482435597,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.4898862556946152,0.0360256072449766,5.217280664550946e-05,0.0348151187800184,0.0,1.0,0.195,0.5474860334966136
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.7777777777777777,0.0,0.2989535916509381,1.0,0.0,0.0,0.0,0.0,1.0,0.4664322,0.0,0.3918557388956518,0.0146933660590009,0.0007668840242198,0.0,0.6666666666666666,0.4666666666666667,0.0,0.2439161299765808,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.4711522160899621,0.0491179943593797,6.33370870321892e-06,0.0297554457687145,0.0,1.0,0.195,0.5474860334966136
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.7777777777777777,0.0,0.3424170089930055,1.0,0.0,0.0,0.0,0.0,1.0,0.5163897,0.0,0.3700344574385844,0.0169193355907426,0.0022169152217662,0.0,0.7647066666666666,0.5350421333333334,0.0,0.2834060304449649,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.4548749673728483,0.057759366064545,7.667432031238575e-06,0.0243812361531122,0.0,1.0,0.195,0.5474860334966136
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.7777777777777777,0.0,0.3730369434883979,1.0,0.0,0.0,0.0588235,0.0,1.0,0.820778,0.0,0.3462166014511085,0.0185054852339712,0.0122891529207055,0.0,0.9607833333333332,0.6473472,0.0,0.3112595140515223,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.4425990856324823,0.0640365566843302,7.897012153209414e-06,0.0221483496935491,0.0,1.0,0.195,0.5474860334966136
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.7777777777777777,0.0,0.3129302209392695,1.0,0.0,0.0,0.0666667,0.0,0.9907955,0.6403245,0.0,0.3229959548430375,0.0179923569925171,0.0157432266172192,0.0,0.6666666666666666,0.6799999999999999,0.0,0.3375775761124122,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.4172104525285033,0.077639136926545,8.859324041709933e-06,0.0264036903472031,0.0,1.0,0.1956666666666666,0.5572625698090532
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.7777777777777777,0.0,0.2842816698123682,1.0,0.0,0.0,0.0,0.0,0.7316255,0.363481,0.0,0.3040637563985145,0.0139479697979385,0.0030237013472067,0.0,0.8125,0.6608554666666666,0.0,0.3399275468384075,1.0,0.0,0.0,0.0,0.916666875,0.6666665,0.0,0.3896717910355387,0.0675152970108616,0.0035739356801263,0.0228869851383475,0.0,1.0,0.1956666666666666,0.5474860334966136
0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.7777777777777777,0.0,0.2621301487731764,1.0,0.0,0.0,0.0,0.0,0.8058035,0.5712445,0.0,0.2858720094354674,0.013867930274476,0.0049463929484757,0.0,0.7916666666666666,0.6631573333333334,0.0,0.329055181498829,1.0,0.0,0.0,0.0,0.848684375,0.8026314999999999,0.0,0.3655155897239945,0.0717898722565408,0.0092232914576538,0.0224026472823713,0.0,1.0,0.1956666666666666,0.5474860334966136
