[control]player_id,playerStanding,playerScore,playerSpeed,playerIsGrounded,playerIsMidAir,playerIsLooping,playerIsCrashing,playerIsOffRoad,playerGasPedal,playerSteering,playerLap,playerDistanceToWayPoint,playerDeltaDistance,playerDeltaRotation,playerRespawn,visibleBotCount,botStanding,botScore,botSpeed,botIsGrounded,botIsLooping,botIsOffRoad,botIsCrashing,botGasPedal,botSteering,botLap,botDistanceToWayPoint,botDeltaDistance,botDeltaRotation,botPlayerDistance,botRespawn,visibleLoopCount,[output]arousal,[output]arousal_delta
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.3675222222222222,0.0,0.0154617936049739,1.0,0.0,0.0,0.0,0.0,0.769231,0.5,0.0,0.4380568261252438,0.0007314209271319,4.72941621042086e-05,0.0,0.6666666666666666,0.2205128533333333,0.0,0.0128305035128805,1.0,0.0,0.0,0.0,0.701923125,0.6346155,0.0,0.5141231839794631,0.0025957685589093,0.0003170539801395,0.0414992237657066,0.0,1.0,0.195,0.5474860334966136
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.7777777777777777,0.0,0.1122723992450316,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.433171168582291,0.0067975392583936,0.0002415502983539,0.0,0.6666666666666666,0.4666666666666667,0.0,0.0799099824355972,1.0,0.0,0.0,0.0,0.9423075,0.6153845,0.0,0.510143344195596,0.01976471391906,0.0037855126723898,0.0403548846160066,0.0,1.0,0.1956666666666666,0.5572625698090532
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.7777777777777777,0.0,0.2020789386033085,1.0,0.0,0.0,0.0,0.0,1.0,0.4924675,0.0,0.4205350114549607,0.0136403094199841,0.0002878566846235,0.0,0.6666666666666666,0.4666666666666667,0.0,0.1571699355971897,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.499258657295162,0.0432457963716563,0.0005587756116822,0.0371844526739654,0.0,1.0,0.1956666666666666,0.5474860334966136
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.7777777777777777,0.0,0.2664989730209837,1.0,0.0,0.0,0.0,0.0,1.0,0.2390895,0.0,0.403264421394464,0.0170463656236112,0.0091486365354026,0.0,0.6666666666666666,0.4666666666666667,0.0,0.2146318793911007,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.483382352545456,0.0561584253105756,2.8375184638109308e-05,0.0330805181363908,0.0,1.0,0.1956666666666666,0.5474860334966136
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.7777777777777777,0.0,0.3168167813922505,1.0,0.0,0.0,0.0,0.0,1.0,0.3674705,0.0,0.3810090061818884,0.021956208364446,0.0199565211659973,0.0,0.6666666666666666,0.4666666666666667,0.0,0.2621479800936768,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.4618632323618291,0.0743744083691971,9.344691928572471e-06,0.0278061678283228,0.0,1.0,0.1956666666666666,0.5474860334966136
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.7777777777777777,0.0,0.3530670589541468,1.0,0.0,0.0,0.0,0.0,1.0,0.566908,0.0,0.3589409075643289,0.0227859980463859,0.0031900589677566,0.0,0.6666666666666666,0.4666666666666667,0.0,0.295861387587822,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.438858735869416,0.0782633135228503,1.0136464015677787e-05,0.0219257887672429,0.0,1.0,0.1956666666666666,0.5474860334966136
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.7777777777777777,0.0,0.3600352503608304,1.0,0.0,0.0,0.0833333,0.0,1.0,0.6151005,0.0,0.3350150690691378,0.0256117451458555,0.0169239438971447,0.0,0.8333333333333333,0.6444437333333334,0.0,0.3227532201405152,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.4309259652927832,0.0938147378282636,1.1239656609678694e-05,0.0227650920969645,0.0,1.0,0.1956666666666666,0.5474860334966136
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.7777777777777777,0.0,0.2775049961141334,1.0,0.0,0.0,0.166667,0.0,1.0,0.770259,0.0,0.3145380596468927,0.0215502130702646,0.0241337188354087,0.0,0.6666666666666666,0.6799999999999999,0.0,0.3454925351288056,1.0,0.0,0.0,0.0,0.979166875,0.54166665,0.0,0.4048000258326314,0.1069922221896926,0.0002041797680506,0.02633152481524,0.0,1.0,0.1956666666666666,0.5474860334966136
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.7777777777777777,0.0,0.2515356111912956,1.0,0.0,0.0,0.0,0.0,1.0,0.51715875,0.0,0.2974018967898784,0.0177547424771194,0.0155955216141874,0.0,0.7777766666666667,0.6647616000000001,0.0,0.3316298302107728,1.0,0.0,0.0,0.0,0.8839287499999999,0.732143,0.0,0.3760881323276546,0.0951369655805057,0.0094410401158284,0.0234325727315361,0.0,0.5,0.1963333333333333,0.5572625698090532
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.6851844444444444,0.0,0.2692933274120129,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.2796200426112197,0.0187789686451708,0.0085897610531588,0.0,0.6666666666666666,0.6799999999999999,0.0,0.328651200234192,1.0,0.0,0.0,0.0,0.833333125,0.8333335,0.0,0.3494589947339104,0.0956064642679392,0.0149114468315369,0.0243624367288193,0.0,0.0,0.1963333333333333,0.5474860334966136
