[control]player_id,playerStanding,playerScore,playerSpeed,playerIsGrounded,playerIsMidAir,playerIsLooping,playerIsCrashing,playerIsOffRoad,playerGasPedal,playerSteering,playerLap,playerDistanceToWayPoint,playerDeltaDistance,playerDeltaRotation,playerRespawn,visibleBotCount,botStanding,botScore,botSpeed,botIsGrounded,botIsLooping,botIsOffRoad,botIsCrashing,botGasPedal,botSteering,botLap,botDistanceToWayPoint,botDeltaDistance,botDeltaRotation,botPlayerDistance,botRespawn,visibleLoopCount,[output]arousal,[output]arousal_delta
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.2666666,0.0,0.006389367,1.0,0.0,0.0,0.0,0.0,0.6498695,0.5,0.0,0.550142702,0.004658059,7.91e-05,0,0.666666667,0.1666666,0.0,0.00908507,1.0,0.0,0.0,0.0,0.4,0.5833335,0.0,0.517117698,0.006072106,0.002086546,0.108520013,0,1.0,0.7,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.8,0.0,0.103047843,1.0,0.0,0.0,0.0,0.0,1.0,0.495079,0.0,0.54608152,0.090522219,0.000895704,0,0.666666667,0.5,0.0,0.097085147,1.0,0.0,0.0,0.0,0.866667,0.6666665,0.0,0.51427535,0.070034984,0.085880983,0.107067768,0,1.0,0.714285714,0.014285714
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.8,0.0,0.212181081,1.0,0.0,0.0,0.0,0.0,1.0,0.364171,0.0,0.532605013,0.229742385,0.034313952,0,0.666666667,0.5,0.0,0.211188459,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.50504449,0.186267176,0.025026541,0.100430198,0,1.0,0.714285714,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.8,0.0,0.295571269,1.0,0.0,0.0,0.0,0.0,1.0,0.3883985,0.0,0.511954124,0.30504629,0.027364906,0,0.666666667,0.5,0.0,0.304993477,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.489795974,0.257366716,0.001088585,0.090262916,0,1.0,0.714285714,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.8,0.0,0.359614397,1.0,0.0,0.0,0.0,0.0,1.0,0.4746855,0.0,0.48633614,0.371990915,0.036235638,0,0.666666667,0.5,0.0,0.377582521,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.469799384,0.319454341,0.000197273,0.076937196,0,1.0,0.714285714,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.8,0.0,0.409081355,1.0,0.0,0.0,0.0,0.0,1.0,0.613302,0.0,0.457820918,0.423430573,0.033740755,0,0.8,0.583334,0.0,0.434797575,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.454404691,0.377475052,0.000253969,0.062944017,0,1.0,0.714285714,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.8,0.0,0.434750982,1.0,0.0,0.0,0.160714511,0.0,1.0,0.6514735,0.0,0.428444657,0.446852491,0.051382301,0,0.92857,0.671794,0.0,0.473122924,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.440904895,0.390933811,0.000244646,0.058007947,0,1.0,0.728571429,0.014285714
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.8,0.0,0.355205732,1.0,0.0,0.0,0.0,0.0,1.0,0.6239075,0.0,0.400748402,0.402787261,0.104669805,0,0.666666667,0.7,0.0,0.510177704,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.415310235,0.462253677,0.000268722,0.067969255,0,1.0,0.728571429,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.8,0.0,0.335652272,1.0,0.0,0.0,0.0,0.0,1.0,0.5281223,0.0,0.376333627,0.372657585,0.030188104,0,0.95238,0.67,0.0,0.490914174,1.0,0.0,0.0,0.0,0.87,0.6625,0.0,0.386101734,0.446269756,0.15165688,0.053577686,0,1.0,0.728571429,0.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.707692,0.0,0.370225706,1.0,0.0,0.0,0.173077148,0.0,1.0,0.567187,0.0,0.351470103,0.407889437,0.041145921,0,0.76923,0.686666,0.0,0.488392769,1.0,0.0,0.0,0.0,0.733333,0.8333335,0.0,0.363536205,0.433787422,0.307591774,0.058261373,0,1.0,0.728571429,0.0
